compo	1996	1997	1998	1999	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	2017	2018	2019	2020	2021	2022		
CCeHNO	22	6	30	42	27	14	35	26	23	24	44	24	28	43	41	50	24	57	49	71	44	58	45	48	63	27	36		
LaNbNdO											2																		
CCeHNP																						3	3	1	8				
NaNdOTeZn							1																			1			
GaOPbSiTb																		2											
CClFGdHO									1													1							
NaNdOTi	1								1																				
CeLuNOSiY																								7					
BBiCeHoOSiYb																						8							
ClErMoO																													
BGdOPbTb																													
CCeHNS	2	3						2	5		1	7	2	1	1			1		2				2					
CeFSr																						6							
FeNiSiY		1																											
FeLiOPrRu														1															
BiGdNaO																													
CoFeMnOSrTb																		5											
CeClGa								2																					
CeIrZr																													
BaInLaOSrY							4																						
ErRbTeZn																										1			
GdLiS																													
AgCsErTe																			1										
KMoNiOYb													2																
BrCHNNiOTb																				1									
CHHgLuNTe															1														
CHNOSSc						1	5			2	1	3		1	3	3	1	2	5	2		1		1	3	7			
BiNaNdOTiV															1														
GeKLaO																						1			1				
CuOTiYb														1															
GaPdPr												1					1												
CCeHNY	1																												
AsBrHgYb										1																			
CuErPZn																1													
CErFHKNOPW																					1								
GaOScZn																													
OScU																													
CClHNScTi																1													
BCFHLuNO																2		1		1		1		2					
CdNdTl																													
OScV									2			2		3		3							1			3	1		
CeErFNaYYb																					6								
OSSiYb							1																						
BFeHPr		3		2	1		1																						
BCFHLuNP																			1										
AsCFeHNOTbW																				1									
GeKLaS																													
AlGaLaMgNdO																													
OScW			1							2			1		1								1						
CeCrHOS												1																	
OScY																													
BiCaCeCuOSi																													
BOPbTb																						1							
GaOScZr						4									9														
GdOTiTm																						1							
CClFeHNNdOP																			1										
CaLaMgNbOTi																	5												
BrCClHLaOP																									5				
BiGeNdO																													
BaLaOSb												1						2				2							
CClDyFHNNaO																				1									
CCuFeHHoNNaO																									2				
CoCrLaNiOSr											1																		
BrGdH																													
CClGdHLaNO																													
BaLaOSc																													
CHNOSSm	4	3	3	2	2	3	10	4	2	5	2	1	2	9	12	9	1	6	8	18	9	8	7	11	9	5	8		
CoGaNdO													7																
CHNSnYb																	1	1											
BrCHNNiOTm																				1									
GdOSTb																					2	1		1			3		
BCFHNNiYb																										2			
CuHoKSe							1																						
CeFFeNa																									1				
BBiInLuO	6																												
ClCsLiSm																													
CHNOPTb	1	1	3		3	4	3	1	2	3	7	6	10	15	8	10	9	17	7	8	10	8	5	8	15	13	2		
BrGdK																													
HOUVYb																													
AgSnY											1	1	1																
GdOSTe																			2										
BiCCdEuHNO																		1											
BaFOPrSi																				1									
CCaClHNOYb										1																			
AlSiSm									1	1																			
CDyHMoNOSi																									1				
BiCaCeCuOSr																			4										
BaLaOSi					1				4		1													1					
BrGdO																													
CoFeGdSi													1																
CHLuPRu																		1											
GdOSTi									1																				
BaGdMnTe																										1			
CCrHNOSSc																							1						
AlHMgSc														1															
OPdY	1																												
GdInMnZn											1																		
FeLaMnOSn		1		2																									
GdSbSeTe														1															
BaLaOSn									2				1				1	1		1	1	1		4			7		
NbNdTe	1																												
FeHNbTb				1																									
CoFeGdSm							3																						
ClHNOPrPt													1																
GdOSTm															1														
BCDyFHOSi											1																		
AlFeLaNiSn																						1							
BaEuNOSi												1			4		8		6	1		4				2			
DyMnNdOSr													1																
CHNOPTm		1	1		3	4	1			18		4		5		2	3	7		1	1	2		5	1				
BaGaLaSe																							1						
CoFeGaTb		1																											
CClHHgLaNOS																													
CClEuHOPS																			1										
BiNbNdOPb		1																								1			
FeLaMnOSr		7	11	2	5	11	2	3	5		20	1	8	6	5	9		10	1			3	5		4	4	1		
EuLaNOSiSr																				4									
CuOSrTb																													
ErOPRbTa																											1		
AlBOYYb												5																	
BaLaOSr					8																		1						
ErNdO																													
CHKLuO									1												1				1				
DyLaMgNaOTmW																									10				
CaEuLaNbO																1				1									
CCrHNOSSm														1															
BaCaOTiY								1																			1		
BrCClCuErHNO													1																
