compo	1996	1997	1998	1999	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	2017	2018	2019	2020	2021	2022		
AuCFHPSb											4	1	1	7	4	18	8	12	9	2	4	6	2		12	5	10		
BCHNNbSi		9		3							3			1															
CCuGdHNOS									4	1			1			2			1				1						
CGeHNOYb												1			1														
AuCFHPSe					1	3						3				3													
BCFHNNiOPSi																4											1		
AlBiCClHSb															2														
CHHgKNOS				2	1							1																	
AgAsCFHOP																													
CCuGdHNOW																	1	1		1									
AuBCFHPTe	2																												
AuCFHPSi																								1					
BCHLiNOPW															1														
AgAsCFHOS										1																			
CCuFHNOSYb																	2												
BCHLiNOPY									4																				
CHIIrNPPd														2												1			
CHLiSiZn		1										1			7				3										
CFeHHoNOZn																		1			1								
AsCFGdHNO																										1			
CGeU													1																
CClCoHIrOP																	3												
CCuHLiNOSSi																													
CGeV							1		1												1								
BCKOTe																													
CHLiSiZr			1		1				1																				
BCClCoFFeHNPS																													
AuBCClHMoNOPS															2														
BrCDyHMnNNaO																										1			
BCClFeHNOSW																							1	1			1		
BrCHIMoO	2																												
BCHLiNOPb														2															
BrCHIMoP										1																			
BrCHINOYb																													
CHNaNb																													
AgCHNOYb																	3							1					
AuCOS		1				1																							
CHNNiOZn	4	2	6		2	3	3	3	1		18	6	5	19	1	5	2		1	4	4	4	3	5			2		
AuCOV											6																		
CEuHKNNiO						1																							
CCaClHNOP																		2											
AuCOW															1														
AgBCClHMnO																				1									
CHNNiOZr											1			2	1	3		1		1	1								
AgCClHOPPb		1																											
BaCHNOSiTi																													
CHNaNi						1																							
AuCOY															10														
CCdMnO																													
CCaClHNOS																		1	2	2		1		1			1		
CHLiNOPSiU																								1					
AgCClHOPPd													2																
BCClFeHNOSe													1																
CCaClHNOU																											1		
BCFHOPSiZr																		3	3		1								
CHNiOSYb																													
CHLiNOPSiW												4					1												
CFFeHNPSbSi																				1				1					
CClFHHgIrOPSn																													
CCaClHNOW																													
CClCoCrHN							2						1																
CHINOPTa																						1							
CCuFFeHNPRuSiTi													1																
CHNaORbRuSiW										1																			
CClCoCrHO						2																							
CHINOPTb																							1						
CClHNPtSZn													3				1												
BCClFeHNOSi				2																									
BBrCFFeH									1	1														3		3	1		
CHINOPTc																								2					
CFeGaSm	6	7		7	5					7																			
CFeGaSn																11		2											
CGaHInNOP																											2		
AgCClHNOOsP												1																	
BCHLiNOPt							1																				1		
BBrCHPPtSi																			3										
BaCHN															1					4	1				3		1		
CFHOOsPS	15	5	7		7	1	1	3		6	6	3	4	3	11	2		1			4	1	1				2		
BaCHO				1										2			3	8	1			1	2	3	4	1	1		
CFHNNiPS	3		8		12			1	8	4	1	3		3	5	3		1	4	5	5	5	9		7	1	2		
BCClFeHNOSn			2										1	3													1		
AlBCHNOSi																										1			
BCFNOPtRe																													
CFeHORhZn								1																					
BaCHP			1																										
CCsCuFeHNO																	1												
BCHMnNaO			1																										
CClFHOPPtSTl									1																				
CHINOPTl																													
CHINOPTm			3																				2						
CGeHNORbSi																		2											
AgBCFHINSn							1																						
CCuGaHKNOSi	2																												
AgCClHOPPt	11																	14				1	1			2	3		
BBrCClHIrNOW																											1		
CFGaHNOP		1			1								2	1					1	2		3	1	4		10	3		
CClHLiPSSi																					1								
BCFHMoNORuS																					1								
CFGaHNOS							1						1		5	1	3	3		1	3	1	1			5			
CClHHfNSSi																				1				1					
AuCCrFeHOP													2			1													
AuCHNPPdS																													
CGeHNOSnW																		1											
BrCFHINiP																							2						
CCaGaH												1	2										1						
CFHIrNPRh	1		1															4											
AgBCFGeHNOS					1																								
CCuSn																5													
CHILiMnO												2			5														
CFOReSb			1	1																									
CKOU										1					2														
CClFHNOPtReS										7												2							
CFHINNiOP	1											1		7	2					4									
CKOW																													
BBrCClHNTi	1																												
CFHNOSScSi																					3								
CHOsSeSn																		1											
CCoHINNbOP																								1					
AlCDyHLiOP											1																		
CFHINNiOS							1					1		3						1		1							
BBrCClHNTl												2																	
AsBrCFHPRu							1																						
CFHIrNPRu										2				4	3				3	6	7	4		4					
BrCClFHNNiOS																													
CFeHHgNNiSe																													
CLuMn	1																												
BrCCrHNNaO				1																1									
CCuFHNaO																								1					
CClFHOPRuS	3	6	1	15	11	5	9	21	17	30	12	9	7	13	8	8	1	5	4		9	5	2	6	5		3		
CCuFFeHOPS									3									1											
CHPtTe																													
CClFHOPRuW																													
CHNNiO	183	234	227	191	304	314	393	426	421	408	440	525	435	570	512	587	366	585	582	493	442	593	400	426	497	448	457		
CHNNiP	4	17	10	6	42	9	53	55	50	20	27	59	82	53	69	78	34	51	40	53	33	31	52	21	45	24	43		
BCClFHTa			1		1		1	1			1																		
BCClFHTb																							1						
CHPtTl						2	2	1																					
CHNNiS	44	58	44	61	64	57	33	57	61	80	64	86	55	80	71	44	67	67	82	103	76	67	81	53	83	85	77		
CFeHINOSiSm																				1									
AlCFeHNOSi					1	2							3										1						
AuCClHNbOPSi																													
CHNNiW													2																
BrCCuHHgNO									2						1														
BCFGeHORuS											1																		
AuCFHPTa				1																									
BCClFHTi		2	1	1	2			1	1									1		1	1								
AgCClFeHOSb																											3		
BCFeHHg																				1									
CClHNPPbSe															1														
CFeHNaOOs																													
CHNaOP	1					1	1				1			4	2		1	1	3	1		2		1		2	5		
CFHOReSSi																													
BCClHNNaOY								2																					
CHHoMnNNaO																			1			1							
CClHNPPbSi																											1		
AlCCsFHOP			2																										
CHNaOS										1				1	5	1									1	1			
CHLaNORuS																									1				
CFHNRuZn																						1							
CHNaOU																	1		1	1			1				2		
CHNNaOPZn														3			6	1											
CHNaOV	3	3	1	1		2		1	1	2	1	2	1	1		4		2	1		1	2	1	1			1		
AsCFHHgI																													
CHNPPtSbSi																													
CHNaOW	1	1	1	4	1	2	1	6	1									1			1								
CFHPPd	7	8	11	2	18	4	5	4	14	6	13	7	9	1	7	8	6	13	13	3	4	6	8	4	9	5	3		
CHILaNOPSi																1													
AlBCCeLiOSm																			3		3								
CHNaOY			6		2																						1		
AgCClFeHOSn							1																						
BiCCrHINO																						2							
CHNNaOPZr										3															2				
AlBrCFeHOPS												5																	
CGeHNOZn				1						1							1						3			1			
CClHNNdOZn	1	1									2		1	2		1	2	1	4	1						1	1		
CFHNOOs		7	6			8	5	7	2	5	3	2	4	6	9	4	6	2	4	3			3	3	5				
AlCYZr													2	1															
AsCFHHgO																													
AsCFGdHOS										1																			
CClFeHNPPtRuS												1																	
CGeHNOZr										1																			
CClHNNdOZr																													
CEuGeHNO																1													
CGaHKNNi								2																					
CClHNOPSeSn		1																											
BCHOSiSm	1		1	2									2																
CHLuNOSSi								5				2	3						3	2						1	1		
BCHOSiSn								3									1		2			3			1				
CFHINOPRhS	1				2			2						4															
CCuFHNOSZn	1		3																2			12							
CGeHOYb		1																											
CFeGaTb			8																										
CFHPPt	16	16	5	23	8	24	34	11	29	19	23	51	13	11	24	14	7	15		16	11	35	5	4	3	1	2		
CCdMoN																													
CFeHOPdRh		2	1																										
AgCHIPPdPtSi																						2							
BCFHMoOPS									4								5		10	1		4		2					
AuCCoFeHNO																													
CClFHIrNOPZn																										1			
BCHLiMgNO											4																		
BrCHINOZn											1										2				1	4	2		
AgCHNOZn															1	1		2					3						
BCFHMoOPW																								1					
CCaHOPS																	2												
CHMoNNaOZn									2																				
CFeGaTm																													
AlBrCClHMg															1														
BrCFHInNSb																				1									
CCoHInNSSb																2													
CHLaLiN																													
CFeHINiOP						1																							
CCrHORuS												7																	
CFeHOPdRu			3																										
CHLaLiO	1			2	2			1			6	3		1				6								1	1		
BCHKNaO																													
CCsGeNPr																						1							
CCrHOSeSi		2																											
CFeHINiOS		1						1																					
CFeMnNRb							4		1			3		1															
CCuHNPdS			1																					2					
CClFHMoNiPS								2		1																			
CCaHOPb																													
BrCClHLiSiZn																													
CErFGaLiOSiYb																						1							
CFGaHNPS																							1						
CCrFHNNiOP																										1			
CFHIrNPSb							1		1										1	1	3	1			1		3		
CCrFHNNiOS										1	1	3						9						2	4				
CFeIKNO																													
CFHIrPPdSi			1																										
CFHIrNPSe					1													3					1						
BrCClHNNiOZn								1				3										1							
CCrHKMnNOP																				2									
CClNiOSi																													
CCuTi							3																						
BBrCFHOPPt			1												2					1									
CFHIrNPSi														1	7			4	1		1						6		
CClFFeHIrPSbSe								1																					
AsBCClFHIrOP																													
CCaHOPt																							1						
BCFHNaOPRuS										1							2												
CLuNd																													
CHILiMoO			1																										
AlCFGaHLiO												2																	
CCdCuHINOS							1																						
BaCHINO																						2		2	2	2			
CClHOYb	1		2			8	4	3	1		3	6	2		2		1	1	1				1						
CFeHNaOPS						3	2	2	1																				
BrCCoHNORhS											1																		
CLuNi																													
CHLiPPtSi													1																
BCFeHIN			1							5		1						2	2	6	2	1	2				2		
BCHLiNOPPt								1																					
BrCClHLiOSiZn																													
